,collectionDate,InBedsOccAnyPat__Numbeds_Est
4202,03JUL2020,48.6
4203,04JUL2020,45.4
4204,05JUL2020,44.0
4205,06JUL2020,46.4
4206,07JUL2020,49.3
4207,15APR2020,51.7
4208,16APR2020,52.6
4209,17APR2020,51.5
4210,18APR2020,50.1
4211,19APR2020,49.0
4212,20APR2020,51.8
4213,21APR2020,53.2
4214,22APR2020,53.9
4215,23APR2020,54.3
4216,24APR2020,54.3
4217,25APR2020,52.4
4218,26APR2020,52.1
4219,27APR2020,53.3
4220,28APR2020,54.6
4221,29APR2020,56.4
4222,30APR2020,55.9
4223,01MAY2020,55.2
4224,02MAY2020,53.0
4225,03MAY2020,53.4
4226,04MAY2020,54.9
4227,05MAY2020,59.6
4228,06MAY2020,58.3
4229,07MAY2020,57.9
4230,08MAY2020,57.8
4231,09MAY2020,55.0
4232,10MAY2020,53.5
4233,11MAY2020,56.3
4234,12MAY2020,58.2
4235,13MAY2020,59.7
4236,14MAY2020,59.2
4237,15MAY2020,58.2
4238,16MAY2020,56.1
4239,17MAY2020,54.5
4240,18MAY2020,56.2
4241,19MAY2020,60.1
4242,20MAY2020,61.6
4243,21MAY2020,61.5
4244,22MAY2020,61.5
4245,23MAY2020,58.3
4246,24MAY2020,56.0
4247,25MAY2020,55.5
4248,26MAY2020,57.8
4249,27MAY2020,60.4
4250,28MAY2020,62.1
4251,29MAY2020,63.0
4252,30MAY2020,59.4
4253,31MAY2020,56.7
4254,01JUN2020,59.1
4255,02JUN2020,61.2
4256,03JUN2020,61.6
4257,04JUN2020,61.0
4258,05JUN2020,62.8
4259,06JUN2020,60.7
4260,07JUN2020,59.2
4261,08JUN2020,60.5
4262,09JUN2020,62.9
4263,10JUN2020,65.7
4264,11JUN2020,65.3
4265,12JUN2020,64.3
4266,13JUN2020,61.2
4267,14JUN2020,59.1
4268,15JUN2020,60.8
4269,16JUN2020,63.2
4270,17JUN2020,63.1
4271,18JUN2020,63.5
4272,19JUN2020,62.5
4273,20JUN2020,58.9
4274,21JUN2020,58.2
4275,22JUN2020,58.3
4276,23JUN2020,63.3
4277,24JUN2020,63.9
4278,25JUN2020,64.3
4279,26JUN2020,63.5
4280,27JUN2020,61.3
4281,28JUN2020,60.5
4282,29JUN2020,61.8
4283,30JUN2020,64.4
4284,01JUL2020,64.6
4285,02JUL2020,64.2
4286,03JUL2020,63.6
4287,04JUL2020,59.7
4288,05JUL2020,58.1
4289,06JUL2020,60.7
4290,07JUL2020,64.7
4291,01APR2020,52.4
4292,02APR2020,53.2
4293,03APR2020,53.8
4294,04APR2020,51.7
4295,05APR2020,50.1
4296,06APR2020,52.1
4297,07APR2020,53.5
4298,08APR2020,53.7
4299,09APR2020,54.1
4300,10APR2020,53.0
4301,11APR2020,50.9
4302,12APR2020,50.9
4303,13APR2020,49.7
4304,14APR2020,51.8
4305,15APR2020,51.5
4306,16APR2020,54.2
4307,17APR2020,53.5
4308,18APR2020,52.9
4309,19APR2020,51.6
4310,20APR2020,52.9
4311,21APR2020,54.8
4312,22APR2020,56.0
4313,23APR2020,55.9
4314,24APR2020,56.0
4315,25APR2020,54.6
4316,26APR2020,53.8
4317,27APR2020,54.8
4318,28APR2020,57.1
4319,29APR2020,58.9
4320,30APR2020,58.3
4321,01MAY2020,57.8
4322,02MAY2020,56.6
4323,03MAY2020,55.5
4324,04MAY2020,57.2
4325,05MAY2020,60.5
4326,06MAY2020,61.9
4327,07MAY2020,59.6
4328,08MAY2020,59.4
4329,09MAY2020,58.5
4330,10MAY2020,56.5
4331,11MAY2020,58.2
4332,12MAY2020,61.1
4333,13MAY2020,63.0
4334,14MAY2020,63.9
4335,15MAY2020,63.1
4336,16MAY2020,59.7
4337,17MAY2020,58.7
4338,18MAY2020,60.3
4339,19MAY2020,64.3
4340,20MAY2020,65.8
4341,21MAY2020,65.6
4342,22MAY2020,64.5
4343,23MAY2020,62.7
4344,24MAY2020,61.3
4345,25MAY2020,60.8
4346,26MAY2020,61.6
4347,27MAY2020,66.0
4348,28MAY2020,65.4
4349,29MAY2020,66.6
4350,30MAY2020,64.0
4351,31MAY2020,62.4
4352,01JUN2020,63.0
4353,02JUN2020,64.4
4354,03JUN2020,66.2
4355,04JUN2020,66.2
4356,05JUN2020,66.2
4357,06JUN2020,65.2
4358,07JUN2020,62.6
4359,08JUN2020,65.0
4360,09JUN2020,65.1
4361,10JUN2020,64.2
4362,11JUN2020,64.3
4363,12JUN2020,64.7
4364,13JUN2020,61.4
4365,14JUN2020,60.5
4366,15JUN2020,62.1
4367,16JUN2020,68.2
4368,17JUN2020,68.2
4369,18JUN2020,66.1
4370,19JUN2020,65.0
4371,20JUN2020,62.4
4372,21JUN2020,60.3
4373,22JUN2020,62.0
4374,23JUN2020,68.2
4375,24JUN2020,68.3
4376,25JUN2020,66.9
4377,26JUN2020,65.2
4378,27JUN2020,61.7
4379,28JUN2020,60.6
4380,29JUN2020,62.3
4381,30JUN2020,65.0
4382,01JUL2020,69.2
4383,02JUL2020,69.4
4384,03JUL2020,64.9
4385,04JUL2020,62.8
4386,05JUL2020,62.4
4387,06JUL2020,64.5
4388,07JUL2020,68.9
4389,01APR2020,60.0
4390,02APR2020,48.8
4391,03APR2020,50.6
4392,04APR2020,44.7
4393,05APR2020,43.3
4394,06APR2020,43.0
4395,07APR2020,47.5
4396,08APR2020,49.1
4397,09APR2020,60.2
4398,10APR2020,57.9
4399,11APR2020,54.5
4400,12APR2020,47.6
4401,13APR2020,43.0
4402,14APR2020,43.8
4403,15APR2020,45.0
4404,16APR2020,46.5
4405,17APR2020,47.3
4406,18APR2020,46.3
4407,19APR2020,45.6
4408,20APR2020,38.7
4409,21APR2020,41.1
4410,22APR2020,46.9
4411,23APR2020,46.4
4412,24APR2020,47.0
4413,25APR2020,47.2
4414,26APR2020,42.2
4415,27APR2020,44.4
4416,28APR2020,47.6
4417,29APR2020,46.1
4418,30APR2020,46.1
4419,01MAY2020,44.7
4420,02MAY2020,43.7
4421,03MAY2020,42.1
4422,04MAY2020,45.0
4423,05MAY2020,46.4
4424,06MAY2020,47.7
4425,07MAY2020,50.2
4426,08MAY2020,47.9
4427,09MAY2020,48.1
4428,10MAY2020,44.3
4429,11MAY2020,44.2
4430,12MAY2020,48.9
4431,13MAY2020,50.0
4432,14MAY2020,49.8
4433,15MAY2020,49.3
4434,16MAY2020,46.3
4435,17MAY2020,46.5
4436,18MAY2020,45.0
4437,19MAY2020,51.0
4438,20MAY2020,52.3
4439,21MAY2020,52.7
4440,22MAY2020,50.3
4441,23MAY2020,50.0
4442,24MAY2020,47.1
4443,25MAY2020,45.1
4444,26MAY2020,49.4
4445,27MAY2020,51.7
4446,28MAY2020,52.6
4447,29MAY2020,55.1
4448,30MAY2020,51.7
4449,31MAY2020,51.0
4450,01JUN2020,47.1
4451,02JUN2020,52.6
4452,03JUN2020,56.2
4453,04JUN2020,55.4
4454,05JUN2020,54.4
4455,06JUN2020,51.1
4456,07JUN2020,49.3
4457,08JUN2020,48.4
4458,09JUN2020,53.3
4459,10JUN2020,55.2
4460,11JUN2020,56.1
4461,12JUN2020,55.1
4462,13JUN2020,51.0
4463,14JUN2020,50.0
4464,15JUN2020,53.5
4465,16JUN2020,55.3
4466,17JUN2020,58.0
4467,18JUN2020,56.8
4468,19JUN2020,54.4
4469,20JUN2020,53.3
4470,21JUN2020,48.0
4471,22JUN2020,52.4
4472,23JUN2020,54.4
4473,24JUN2020,49.9
4474,25JUN2020,57.4
4475,26JUN2020,54.8
4476,27JUN2020,52.5
4477,28JUN2020,51.5
4478,29JUN2020,54.0
4479,30JUN2020,55.4
4480,01JUL2020,57.4
4481,02JUL2020,57.6
4482,03JUL2020,51.7
4483,04JUL2020,48.5
4484,05JUL2020,49.2
4485,06JUL2020,53.8
4486,07JUL2020,58.9
4487,01APR2020,50.5
4488,02APR2020,51.4
4489,03APR2020,50.4
4490,04APR2020,50.1
4491,05APR2020,50.9
4492,06APR2020,52.3
4493,07APR2020,54.6
4494,08APR2020,55.1
4495,09APR2020,55.2
4496,10APR2020,56.6
4497,11APR2020,55.1
4498,12APR2020,53.7
4499,13APR2020,55.5
4500,14APR2020,47.2
4501,15APR2020,48.3
4502,16APR2020,48.2
4503,17APR2020,47.5
4504,18APR2020,46.7
4505,19APR2020,45.3
4506,20APR2020,47.0
4507,21APR2020,47.7
4508,22APR2020,48.2
4509,23APR2020,48.8
4510,24APR2020,48.4
4511,25APR2020,48.0
4512,26APR2020,47.9
4513,27APR2020,50.6
4514,28APR2020,51.3
4515,29APR2020,52.1
4516,30APR2020,51.7
4517,01MAY2020,52.1
4518,02MAY2020,49.7
4519,03MAY2020,50.6
4520,04MAY2020,53.8
4521,05MAY2020,55.7
4522,06MAY2020,55.5
4523,07MAY2020,55.3
4524,08MAY2020,55.0
4525,09MAY2020,53.1
4526,10MAY2020,52.3
4527,11MAY2020,54.4
4528,12MAY2020,54.0
4529,13MAY2020,55.1
4530,14MAY2020,55.2
4531,15MAY2020,55.3
4532,16MAY2020,53.3
4533,17MAY2020,53.8
4534,18MAY2020,55.3
4535,19MAY2020,57.2
4536,20MAY2020,57.7
4537,21MAY2020,57.5
4538,22MAY2020,56.5
4539,23MAY2020,55.1
4540,24MAY2020,53.3
4541,25MAY2020,52.6
4542,26MAY2020,54.0
4543,27MAY2020,55.0
4544,28MAY2020,55.3
4545,29MAY2020,57.6
4546,30MAY2020,56.5
4547,31MAY2020,54.6
4548,01JUN2020,54.0
4549,02JUN2020,54.1
4550,03JUN2020,56.1
4551,04JUN2020,57.1
4552,05JUN2020,56.5
4553,06JUN2020,51.8
4554,07JUN2020,54.2
4555,08JUN2020,55.4
4556,09JUN2020,56.2
4557,10JUN2020,54.2
4558,11JUN2020,57.6
4559,12JUN2020,57.2
4560,13JUN2020,55.2
4561,14JUN2020,53.6
4562,15JUN2020,53.2
4563,16JUN2020,54.7
4564,17JUN2020,55.4
4565,18JUN2020,59.2
4566,19JUN2020,57.5
4567,20JUN2020,55.7
4568,21JUN2020,52.5
4569,22JUN2020,55.9
4570,23JUN2020,58.7
4571,24JUN2020,55.5
4572,25JUN2020,58.9
4573,26JUN2020,58.4
4574,27JUN2020,56.5
4575,28JUN2020,55.9
4576,29JUN2020,57.3
4577,30JUN2020,59.5
4578,01JUL2020,60.0
4579,02JUL2020,60.3
4580,03JUL2020,57.3
4581,04JUL2020,53.9
4582,05JUL2020,52.8
4583,06JUL2020,55.7
4584,07JUL2020,59.5
4585,01APR2020,56.5
4586,02APR2020,47.8
4587,03APR2020,47.8
4588,04APR2020,44.1
4589,05APR2020,46.9
4590,06APR2020,46.6
4591,07APR2020,47.3
4592,08APR2020,51.7
4593,09APR2020,49.8
4594,10APR2020,49.9
4595,11APR2020,47.6
4596,12APR2020,44.6
4597,13APR2020,45.1
4598,14APR2020,48.5
4599,15APR2020,49.5
4600,16APR2020,49.5
4601,17APR2020,48.4
4602,18APR2020,48.3
4603,19APR2020,46.7
4604,20APR2020,47.2
4605,21APR2020,47.9
4606,22APR2020,49.4
4607,23APR2020,48.6
4608,24APR2020,46.4
4609,25APR2020,47.0
4610,26APR2020,48.2
4611,27APR2020,48.5
4612,28APR2020,50.7
4613,29APR2020,51.8
4614,30APR2020,52.1
4615,01MAY2020,50.8
4616,02MAY2020,51.3
4617,03MAY2020,48.0
4618,04MAY2020,48.7
4619,05MAY2020,51.3
4620,06MAY2020,53.3
4621,07MAY2020,49.8
4622,08MAY2020,51.9
4623,09MAY2020,49.8
4624,10MAY2020,48.4
4625,11MAY2020,50.4
4626,12MAY2020,53.7
4627,13MAY2020,55.2
4628,14MAY2020,55.4
4629,15MAY2020,53.8
4630,16MAY2020,52.0
4631,17MAY2020,51.9
4632,18MAY2020,52.1
4633,19MAY2020,55.3
4634,20MAY2020,55.9
4635,21MAY2020,58.8
4636,22MAY2020,59.7
4637,23MAY2020,57.5
4638,24MAY2020,53.6
4639,25MAY2020,55.4
4640,26MAY2020,57.0
4641,27MAY2020,61.6
4642,28MAY2020,60.6
4643,29MAY2020,63.6
4644,30MAY2020,61.3
4645,31MAY2020,55.3
4646,01JUN2020,54.2
4647,02JUN2020,57.2
4648,03JUN2020,57.2
4649,04JUN2020,53.6
4650,05JUN2020,57.3
4651,06JUN2020,54.5
4652,07JUN2020,54.2
4653,08JUN2020,53.9
4654,09JUN2020,63.7
4655,10JUN2020,64.3
4656,11JUN2020,60.0
4657,12JUN2020,61.3
4658,13JUN2020,58.7
4659,14JUN2020,57.3
4660,15JUN2020,59.7
4661,16JUN2020,58.2
4662,17JUN2020,55.6
4663,18JUN2020,59.4
4664,19JUN2020,62.3
4665,20JUN2020,53.6
4666,21JUN2020,56.1
4667,22JUN2020,61.4
4668,23JUN2020,62.4
4669,24JUN2020,60.9
4670,25JUN2020,65.6
4671,26JUN2020,63.5
4672,27JUN2020,66.0
4673,28JUN2020,60.6
4674,29JUN2020,58.1
4675,30JUN2020,60.1
4676,01JUL2020,60.5
4677,02JUL2020,59.5
4678,03JUL2020,59.9
4679,04JUL2020,57.4
4680,05JUL2020,58.1
4681,06JUL2020,57.8
4682,07JUL2020,62.5
4683,15APR2020,46.7
4684,16APR2020,43.5
4685,17APR2020,44.2
4686,18APR2020,43.8
4687,19APR2020,44.0
4688,20APR2020,42.7
4689,21APR2020,45.6
4690,22APR2020,46.9
4691,23APR2020,47.1
4692,24APR2020,49.4
4693,25APR2020,49.2
4694,26APR2020,51.8
4695,27APR2020,57.0
4696,28APR2020,56.4
4697,29APR2020,58.7
4698,30APR2020,51.1
4699,01MAY2020,57.4
4700,02MAY2020,52.3
4701,03MAY2020,48.6
4702,04MAY2020,47.3
4703,05MAY2020,49.9
4704,06MAY2020,50.7
4705,07MAY2020,49.9
4706,08MAY2020,48.7
4707,09MAY2020,63.0
4708,10MAY2020,62.7
4709,11MAY2020,63.2
4710,12MAY2020,66.6
4711,13MAY2020,66.7
4712,14MAY2020,66.9
4713,15MAY2020,66.0
4714,16MAY2020,69.1
4715,17MAY2020,72.5
4716,18MAY2020,73.9
4717,19MAY2020,77.4
4718,20MAY2020,79.8
4719,21MAY2020,79.2
4720,22MAY2020,80.6
4721,23MAY2020,78.6
4722,24MAY2020,74.3
4723,25MAY2020,73.6
4724,26MAY2020,76.0
4725,27MAY2020,80.9
4726,28MAY2020,85.5
4727,29MAY2020,80.0
4728,30MAY2020,78.0
4729,31MAY2020,76.1
4730,01JUN2020,76.3
4731,02JUN2020,81.0
4732,03JUN2020,79.4
4733,04JUN2020,78.1
4734,05JUN2020,78.7
4735,06JUN2020,71.0
4736,07JUN2020,66.7
4737,08JUN2020,77.3
4738,09JUN2020,83.9
4739,10JUN2020,91.4
4740,11JUN2020,84.6
4741,12JUN2020,67.0
4742,13JUN2020,61.4
4743,14JUN2020,59.7
4744,15JUN2020,61.9
4745,16JUN2020,66.8
4746,17JUN2020,63.2
4747,18JUN2020,64.5
4748,19JUN2020,69.4
4749,20JUN2020,62.1
4750,21JUN2020,59.0
4751,22JUN2020,66.6
4752,23JUN2020,71.6
4753,24JUN2020,70.7
4754,25JUN2020,73.3
4755,26JUN2020,73.5
4756,27JUN2020,63.9
4757,28JUN2020,62.8
4758,29JUN2020,69.1
4759,30JUN2020,68.0
4760,01JUL2020,56.9
4761,02JUL2020,52.2
4762,03JUL2020,53.7
4763,04JUL2020,50.3
4764,05JUL2020,49.2
4765,06JUL2020,49.3
4766,07JUL2020,54.1
4767,15APR2020,39.5
4768,16APR2020,39.3
4769,17APR2020,39.9
4770,18APR2020,39.5
4771,19APR2020,38.8
4772,20APR2020,39.2
4773,21APR2020,41.0
4774,22APR2020,43.2
4775,23APR2020,42.5
4776,24APR2020,42.0
4777,25APR2020,40.9
4778,26APR2020,41.1
4779,27APR2020,43.1
4780,28APR2020,44.1
4781,29APR2020,44.0
4782,30APR2020,44.8
4783,01MAY2020,44.7
4784,02MAY2020,42.4
4785,03MAY2020,42.9
4786,04MAY2020,45.8
4787,05MAY2020,46.4
4788,06MAY2020,48.2
4789,07MAY2020,48.3
4790,08MAY2020,47.0
4791,09MAY2020,44.5
4792,10MAY2020,42.2
4793,11MAY2020,45.2
4794,12MAY2020,47.3
4795,13MAY2020,46.4
4796,14MAY2020,47.0
4797,15MAY2020,48.0
4798,16MAY2020,45.1
4799,17MAY2020,42.7
4800,18MAY2020,44.5
4801,19MAY2020,48.1
4802,20MAY2020,49.9
4803,21MAY2020,50.3
4804,22MAY2020,48.2
4805,23MAY2020,46.9
4806,24MAY2020,46.4
4807,25MAY2020,47.3
4808,26MAY2020,49.5
4809,27MAY2020,49.5
4810,28MAY2020,50.4
4811,29MAY2020,55.6
4812,30MAY2020,51.7
4813,31MAY2020,46.0
4814,01JUN2020,48.3
4815,02JUN2020,51.3
4816,03JUN2020,47.0
4817,04JUN2020,50.8
4818,05JUN2020,48.7
4819,06JUN2020,47.7
4820,07JUN2020,47.3
4821,08JUN2020,49.0
4822,09JUN2020,53.2
4823,10JUN2020,48.6
4824,11JUN2020,52.0
4825,12JUN2020,52.2
4826,13JUN2020,47.4
4827,14JUN2020,47.5
4828,15JUN2020,49.3
4829,16JUN2020,51.0
4830,17JUN2020,53.1
4831,18JUN2020,53.5
4832,19JUN2020,52.8
4833,20JUN2020,51.0
4834,21JUN2020,47.7
4835,22JUN2020,47.1
4836,23JUN2020,51.7
4837,24JUN2020,47.0
4838,25JUN2020,54.3
4839,26JUN2020,54.1
4840,27JUN2020,51.3
4841,28JUN2020,45.2
4842,29JUN2020,47.4
4843,30JUN2020,51.4
4844,01JUL2020,52.5
4845,02JUL2020,51.9
4846,03JUL2020,48.8
4847,04JUL2020,43.8
4848,05JUL2020,44.5
4849,06JUL2020,47.5
4850,07JUL2020,52.4
4851,15APR2020,52.2
4852,16APR2020,51.3
4853,17APR2020,52.5
4854,18APR2020,51.9
4855,19APR2020,51.6
4856,20APR2020,54.4
4857,21APR2020,55.9
4858,22APR2020,56.7
4859,23APR2020,57.0
4860,24APR2020,56.1
4861,25APR2020,53.7
4862,26APR2020,54.5
4863,27APR2020,56.4
4864,28APR2020,56.5
4865,29APR2020,58.4
4866,30APR2020,58.4
4867,01MAY2020,57.8
4868,02MAY2020,55.0
4869,03MAY2020,55.6
4870,04MAY2020,58.9
4871,05MAY2020,60.1
4872,06MAY2020,60.2
4873,07MAY2020,60.7
4874,08MAY2020,59.7
4875,09MAY2020,56.8
4876,10MAY2020,56.0
4877,11MAY2020,60.6
4878,12MAY2020,63.4
4879,13MAY2020,67.4
4880,14MAY2020,65.4
4881,15MAY2020,63.7
4882,16MAY2020,63.2
4883,17MAY2020,60.1
4884,18MAY2020,63.7
4885,19MAY2020,66.9
4886,20MAY2020,67.7
4887,21MAY2020,66.6
4888,22MAY2020,66.0
4889,23MAY2020,60.1
4890,24MAY2020,59.4
4891,25MAY2020,61.9
4892,26MAY2020,64.9
4893,27MAY2020,68.6
4894,28MAY2020,68.8
4895,29MAY2020,66.6
4896,30MAY2020,64.9
4897,31MAY2020,62.5
4898,01JUN2020,62.4
4899,02JUN2020,67.0
4900,03JUN2020,69.6
4901,04JUN2020,71.4
4902,05JUN2020,70.0
4903,06JUN2020,67.1
4904,07JUN2020,63.5
4905,08JUN2020,65.3
4906,09JUN2020,70.2
4907,10JUN2020,64.7
4908,11JUN2020,71.3
4909,12JUN2020,70.0
4910,13JUN2020,66.2
4911,14JUN2020,63.2
4912,15JUN2020,65.0
4913,16JUN2020,69.6
4914,17JUN2020,70.0
4915,18JUN2020,72.7
4916,19JUN2020,72.5
4917,20JUN2020,69.5
4918,21JUN2020,66.9
4919,22JUN2020,65.5
4920,23JUN2020,69.8
4921,24JUN2020,72.2
4922,25JUN2020,72.2
4923,26JUN2020,70.2
4924,27JUN2020,65.8
4925,28JUN2020,63.1
4926,29JUN2020,64.6
4927,30JUN2020,69.5
4928,01JUL2020,70.4
4929,02JUL2020,69.6
4930,03JUL2020,68.0
4931,04JUL2020,63.9
4932,05JUL2020,62.3
4933,06JUL2020,64.5
4934,07JUL2020,69.5
4935,01APR2020,33.2
4936,02APR2020,32.9
4937,03APR2020,32.4
4938,04APR2020,31.7
4939,05APR2020,30.2
4940,06APR2020,28.2
4941,07APR2020,32.6
4942,08APR2020,34.1
4943,09APR2020,34.2
4944,10APR2020,34.6
4945,11APR2020,31.0
4946,12APR2020,33.5
4947,13APR2020,33.6
4948,14APR2020,34.3
4949,15APR2020,37.5
4950,16APR2020,37.1
4951,17APR2020,34.5
4952,18APR2020,32.5
4953,19APR2020,31.3
4954,20APR2020,31.8
4955,21APR2020,35.3
4956,22APR2020,37.2
4957,23APR2020,37.6
4958,24APR2020,38.2
4959,25APR2020,37.3
4960,26APR2020,34.9
4961,27APR2020,36.8
4962,28APR2020,41.8
4963,29APR2020,41.9
4964,30APR2020,42.6
4965,01MAY2020,36.7
4966,02MAY2020,39.3
4967,03MAY2020,36.0
4968,04MAY2020,39.1
4969,05MAY2020,41.7
4970,06MAY2020,43.5
4971,07MAY2020,44.6
4972,08MAY2020,45.6
4973,09MAY2020,41.2
4974,10MAY2020,38.8
4975,11MAY2020,39.9
4976,12MAY2020,44.7
4977,13MAY2020,44.0
4978,14MAY2020,46.2
4979,15MAY2020,44.3
4980,16MAY2020,40.7
4981,17MAY2020,42.5
4982,18MAY2020,43.0
4983,19MAY2020,45.1
4984,20MAY2020,45.6
4985,21MAY2020,49.3
4986,22MAY2020,46.2
4987,23MAY2020,40.3
4988,24MAY2020,37.8
4989,25MAY2020,34.6
4990,26MAY2020,39.6
4991,27MAY2020,47.0
4992,28MAY2020,41.3
4993,29MAY2020,43.1
4994,30MAY2020,41.1
4995,31MAY2020,37.0
4996,01JUN2020,39.4
4997,02JUN2020,44.3
4998,03JUN2020,54.2
4999,04JUN2020,46.0
5000,05JUN2020,44.7
5001,06JUN2020,47.3
5002,07JUN2020,38.6
5003,08JUN2020,41.1
5004,09JUN2020,51.4
5005,10JUN2020,52.4
5006,11JUN2020,49.6
5007,12JUN2020,53.5
5008,13JUN2020,51.7
5009,14JUN2020,47.3
5010,15JUN2020,47.3
5011,16JUN2020,52.9
5012,17JUN2020,54.7
5013,18JUN2020,56.5
5014,19JUN2020,52.6
5015,20JUN2020,47.8
5016,21JUN2020,43.6
5017,22JUN2020,45.2
5018,23JUN2020,50.8
5019,24JUN2020,52.4
5020,25JUN2020,51.3
5021,26JUN2020,49.4
5022,27JUN2020,45.8
5023,28JUN2020,43.8
5024,29JUN2020,48.2
5025,30JUN2020,51.9
5026,01JUL2020,52.0
5027,02JUL2020,49.1
5028,03JUL2020,47.0
5029,04JUL2020,48.7
5030,05JUL2020,47.0
5031,06JUL2020,44.3
5032,07JUL2020,44.2
